goods,purchases,parking,rental_bag,date
8,,0,1,2022-11-02
15,104660.0,1,2,2023-01-12
28,401030.0,0,2,2022-12-02
15,,0,0,2022-11-03
3,25350.0,1,0,2022-11-26
1,841440.0,1,0,2023-02-15
12,74520.0,0,1,2023-01-19
2,15130.0,1,0,2023-02-26
2,,0,0,2023-01-11
24,126700.0,0,2,2023-02-11
31,302520.0,1,2,2023-01-02
26,,1,0,2023-02-03
12,,0,1,2022-11-13
9,44570.0,1,0,2022-12-12
9,,0,1,2022-11-27
30,115880.0,1,2,2022-11-30
13,51460.0,0,2,2023-01-09
10,60720.0,1,1,2022-11-08
9,53700.0,0,1,2023-01-05
2,7820.0,1,0,2023-02-11
21,157490.0,0,2,2023-02-10
22,89860.0,0,2,2022-12-31
1,8390.0,1,1,2022-12-07
23,111910.0,0,2,2023-01-15
29,116390.0,1,2,2023-02-27
9,696310.0,1,1,2022-12-19
25,,1,2,2022-12-26
30,186290.0,0,2,2023-02-26
15,383030.0,1,2,2022-12-29
1,142170.0,1,2,2023-02-11
11,393160.0,1,1,2022-12-01
25,206230.0,1,0,2022-11-11
26,,1,2,2023-01-27
7,49250.0,0,1,2023-02-06
1,5080.0,1,1,2022-11-20
18,420680.0,0,2,2023-02-08
7,,0,0,2022-11-06
6,40380.0,0,1,2022-12-03
6,55320.0,1,1,2022-11-01
21,105110.0,1,2,2022-11-12
4,35240.0,1,0,2023-01-26
30,139590.0,0,2,2023-02-26
31,125350.0,0,0,2022-12-01
5,,1,0,2023-01-08
21,132430.0,1,2,2022-11-29
31,267420.0,1,2,2022-12-11
2,11640.0,1,0,2022-11-03
13,415410.0,0,2,2023-02-12
16,58800.0,0,2,2022-12-12
15,109050.0,1,2,2022-11-10
25,,1,2,2023-02-13
3,11120.0,0,2,2023-02-17
10,841650.0,1,1,2023-01-27
21,149430.0,1,0,2022-11-20
1,7820.0,0,0,2022-11-21
30,148930.0,0,0,2022-11-05
6,47150.0,1,0,2022-12-07
19,164330.0,0,2,2022-12-07
16,87680.0,1,2,2023-02-15
0,0.0,1,0,2022-11-29
16,133070.0,0,2,2022-11-10
17,143740.0,0,2,2023-02-23
17,160870.0,1,2,2022-12-06
0,0.0,1,0,2022-12-12
30,170410.0,1,2,2023-01-15
5,31010.0,1,1,2022-12-13
3,24260.0,1,2,2023-02-25
14,,0,2,2022-12-01
11,52450.0,0,0,2023-01-04
3,366740.0,0,1,2022-11-15
4,22510.0,1,0,2022-11-08
1,,1,2,2022-12-19
22,100200.0,0,2,2022-12-04
7,46610.0,0,1,2023-01-07
4,456220.0,1,1,2023-01-23
21,309880.0,0,0,2022-11-25
17,97930.0,0,0,2022-12-10
19,66750.0,0,2,2022-11-07
12,104750.0,1,0,2023-02-02
0,0.0,0,0,2022-11-29
15,79150.0,1,2,2023-02-28
4,205510.0,0,1,2023-02-06
8,,0,1,2022-12-14
14,73870.0,1,2,2023-01-15
13,112810.0,1,0,2023-01-02
5,37920.0,1,0,2022-12-23
6,23010.0,1,1,2022-12-05
18,103580.0,1,2,2023-01-29
3,15670.0,0,0,2022-11-13
25,154270.0,1,2,2023-02-28
23,168370.0,1,2,2022-11-15
5,44880.0,1,1,2023-01-03
15,78090.0,0,2,2023-01-04
19,175620.0,1,2,2022-11-16
25,183930.0,0,2,2022-12-15
20,146060.0,1,2,2022-11-01
8,69510.0,0,1,2022-12-09
20,95340.0,1,2,2022-12-14
25,118280.0,0,0,2023-01-29
29,106330.0,1,2,2022-11-23
28,156190.0,0,2,2022-11-14
9,,0,1,2022-12-05
6,39770.0,1,1,2023-01-13
14,93680.0,0,2,2022-11-22
6,190220.0,0,1,2023-01-05
2,152160.0,1,1,2022-11-04
14,125530.0,1,2,2022-11-25
28,223880.0,0,2,2022-11-03
17,310020.0,0,0,2023-01-30
9,,0,1,2022-12-26
18,149870.0,1,2,2022-11-09
1,4850.0,1,0,2022-12-07
30,156510.0,0,2,2023-02-27
16,,1,2,2022-12-13
23,120350.0,1,0,2022-12-02
28,229400.0,1,2,2022-12-28
1,4740.0,1,0,2023-01-16
4,123140.0,0,0,2023-02-12
15,326940.0,1,2,2022-12-16
10,60090.0,0,1,2023-01-30
22,893320.0,0,2,2023-02-10
8,61630.0,1,0,2022-11-17
27,194800.0,0,0,2023-02-01
1,9120.0,1,2,2023-02-15
24,100270.0,1,0,2022-11-09
21,91240.0,0,2,2022-12-12
12,81080.0,1,0,2023-01-04
30,442800.0,1,2,2023-01-11
22,142500.0,0,2,2023-01-08
3,17760.0,1,2,2022-12-07
11,,1,1,2023-01-13
1,5340.0,0,0,2023-02-06
16,96890.0,0,0,2022-12-20
19,170410.0,1,2,2022-11-23
26,179690.0,1,2,2023-02-21
30,204690.0,0,2,2023-01-29
5,634680.0,1,1,2022-11-06
28,164270.0,0,2,2022-11-15
11,268340.0,0,0,2022-12-15
2,9840.0,0,0,2023-02-20
23,,0,0,2023-01-23
1,,0,0,2022-11-05
24,119380.0,1,2,2022-11-01
2,,1,2,2022-12-10
20,1136430.0,0,2,2022-12-17
15,78630.0,0,2,2022-12-07
1,9000.0,0,2,2022-11-14
11,,0,1,2023-01-17
0,0.0,0,0,2022-11-07
14,,0,0,2023-01-03
5,,1,0,2023-01-20
26,184410.0,1,2,2023-01-17
10,,0,1,2022-11-10
2,16170.0,1,1,2022-12-23
7,,1,1,2022-11-10
27,378020.0,0,2,2023-02-16
10,,0,1,2023-01-30
5,26860.0,1,0,2022-12-12
18,80080.0,0,0,2022-11-29
13,99680.0,1,2,2023-01-28
15,135680.0,0,2,2022-11-18
8,44690.0,1,1,2022-12-28
28,162100.0,0,2,2022-12-13
1,,1,0,2023-01-13
7,55170.0,0,0,2023-02-25
29,166320.0,0,2,2022-12-11
29,129620.0,0,2,2022-12-18
7,47370.0,0,1,2023-01-21
23,105480.0,1,0,2022-11-08
17,59710.0,0,0,2023-02-28
9,394260.0,0,1,2023-02-25
12,74230.0,0,0,2023-01-19
1,336400.0,0,2,2023-02-24
23,118540.0,0,2,2023-01-04
3,26460.0,1,0,2022-12-08
15,88430.0,0,2,2022-11-09
22,79390.0,0,0,2023-01-21
7,61360.0,0,0,2023-01-19
17,,0,0,2022-11-10
16,102790.0,1,2,2022-11-23
28,457010.0,0,0,2022-11-24
6,434500.0,1,0,2023-01-03
20,186750.0,1,0,2023-02-15
21,128570.0,1,0,2023-01-18
23,187550.0,1,2,2023-02-24
6,54000.0,0,1,2023-01-04
28,164340.0,1,2,2023-01-20
17,81150.0,1,2,2022-12-07
22,86370.0,1,2,2022-12-27
31,170230.0,1,2,2023-02-23
31,283750.0,0,2,2022-11-20
20,142540.0,0,2,2022-11-26
14,,0,0,2023-02-09
16,60780.0,0,2,2023-02-19
23,194120.0,0,2,2022-12-05
10,93510.0,1,1,2022-12-28
4,18990.0,0,0,2022-11-13
18,112500.0,1,2,2023-01-06
25,,0,2,2023-01-06
23,78770.0,0,2,2022-11-07
4,14800.0,1,0,2022-11-27
18,163230.0,0,2,2022-11-03
21,125260.0,0,0,2022-12-03
13,106070.0,0,2,2022-12-19
2,16930.0,1,0,2022-12-17
20,154690.0,1,2,2023-01-09
3,359020.0,1,2,2023-01-28
5,18210.0,1,1,2022-12-17
27,201930.0,0,2,2022-12-13
14,,0,2,2022-12-23
3,230460.0,1,0,2022-12-05
9,64050.0,1,1,2023-01-30
9,414110.0,1,1,2022-11-09
22,376450.0,0,2,2022-12-28
18,139910.0,0,2,2023-01-02
30,112110.0,1,2,2023-01-07
6,38450.0,0,0,2023-02-05
12,219060.0,1,0,2022-11-17
0,85670.0,1,0,2022-12-23
11,103360.0,1,0,2023-02-16
14,89170.0,1,2,2022-11-30
3,17860.0,1,0,2023-01-31
11,88610.0,1,1,2023-02-09
27,259470.0,0,2,2023-02-26
17,311980.0,0,2,2022-12-27
21,184270.0,1,0,2022-11-26
19,593030.0,0,0,2023-01-18
28,,0,2,2023-01-24
23,73710.0,1,2,2023-01-02
20,,1,0,2022-12-16
27,181680.0,1,0,2023-01-25
10,70410.0,1,0,2023-01-15
26,129110.0,0,2,2023-01-14
15,67810.0,1,2,2022-11-18
9,49430.0,1,1,2022-11-04
31,50530.0,0,2,2022-12-13
0,0.0,1,2,2023-01-02
12,45040.0,0,1,2023-02-16
8,,1,0,2022-12-26
14,71710.0,1,2,2023-02-22
4,17220.0,0,0,2023-01-14
2,12690.0,0,0,2022-12-26
30,115040.0,1,2,2023-01-29
8,36220.0,0,0,2023-01-29
10,54570.0,1,1,2022-12-21
22,,0,2,2022-11-18
30,214140.0,0,2,2022-11-02
1,3350.0,0,0,2023-02-14
30,275380.0,0,2,2023-01-12
10,277490.0,0,1,2023-02-07
11,,0,0,2023-01-10
30,163300.0,0,0,2022-12-16
5,23060.0,1,0,2023-02-07
8,47730.0,0,0,2022-12-22
6,,0,1,2023-02-01
30,172940.0,0,2,2023-02-11
6,21030.0,1,0,2022-12-20
2,18260.0,1,1,2022-11-29
17,114170.0,0,2,2023-01-23
28,349500.0,0,2,2022-12-02
31,149880.0,1,2,2023-02-23
16,,0,2,2023-01-16
10,57530.0,1,1,2023-02-07
0,0.0,1,0,2023-01-24
27,158650.0,1,2,2023-02-23
30,281070.0,0,2,2022-12-02
24,175090.0,0,0,2022-11-24
19,98760.0,0,2,2022-12-08
29,,1,2,2023-02-08
0,333460.0,1,0,2023-01-15
15,78500.0,1,2,2023-01-02
7,39880.0,0,1,2022-11-12
21,,0,2,2022-11-29
4,22340.0,0,1,2023-01-02
14,56570.0,0,2,2022-11-13
16,113960.0,0,2,2023-02-19
25,194020.0,1,2,2022-11-11
25,176450.0,1,0,2023-02-13
19,60920.0,1,0,2022-11-05
26,175420.0,0,2,2022-12-23
21,85950.0,0,2,2022-12-17
0,0.0,0,1,2022-12-24
30,160500.0,0,2,2023-02-08
16,103310.0,1,2,2023-02-14
11,44570.0,1,0,2023-02-11
19,,1,0,2023-02-12
3,17530.0,0,0,2023-02-10
13,,1,2,2023-01-15
2,,1,0,2023-01-28
23,438940.0,0,2,2022-11-09
18,127380.0,0,2,2023-02-19
31,233450.0,1,2,2022-12-09
5,,0,1,2022-12-01
31,,1,2,2023-02-03
11,48250.0,1,0,2022-11-11
28,222940.0,0,2,2022-12-17
1,4140.0,1,0,2022-12-23
6,48700.0,0,1,2022-11-01
7,44870.0,0,0,2023-01-10
1,7440.0,0,0,2023-02-14
10,61100.0,0,1,2023-02-16
8,,1,0,2022-11-18
18,96890.0,1,2,2022-12-10
9,41480.0,0,0,2023-02-24
17,308800.0,1,2,2023-02-28
2,8260.0,0,0,2023-01-05
24,147720.0,0,2,2022-12-12
16,102110.0,0,2,2022-11-15
30,119220.0,1,2,2023-02-11
2,,1,1,2022-12-06
19,,1,2,2022-11-02
4,,1,2,2022-11-26
20,,0,2,2023-01-20
17,126960.0,1,2,2023-02-18
13,53980.0,1,2,2022-12-31
5,392270.0,1,1,2022-11-23
26,201020.0,1,2,2023-01-26
6,,0,0,2023-01-28
6,21570.0,1,1,2022-12-06
3,21500.0,0,2,2023-02-28
8,67580.0,0,1,2022-11-11
28,,0,2,2022-12-04
26,231350.0,0,2,2023-02-20
26,160250.0,0,0,2022-12-10
16,136240.0,1,2,2022-12-24
28,144800.0,1,2,2022-12-02
24,123420.0,1,0,2023-02-23
10,85690.0,1,0,2023-01-10
7,47650.0,1,1,2023-01-29
18,141520.0,1,2,2022-11-30
10,468110.0,1,1,2022-11-07
7,57840.0,1,1,2023-02-19
24,138560.0,1,2,2022-11-21
9,44190.0,1,1,2023-01-28
2,15760.0,0,1,2023-02-02
15,136910.0,0,2,2022-11-25
18,893760.0,1,2,2022-11-20
21,671790.0,0,0,2023-01-16
11,54680.0,1,0,2022-12-22
11,60580.0,1,1,2023-01-31
13,77460.0,1,2,2023-02-15
14,131280.0,0,0,2023-01-16
15,752860.0,1,2,2022-11-18
20,,0,2,2023-01-02
14,50450.0,1,0,2022-12-08
26,215430.0,1,2,2023-02-18
24,153380.0,0,2,2023-01-31
17,156410.0,1,2,2023-02-04
13,,1,2,2023-01-22
0,0.0,1,2,2023-01-20
1,6470.0,0,0,2022-12-04
22,105990.0,0,0,2023-01-24
17,,1,2,2022-11-11
13,,0,2,2022-11-19
21,71580.0,1,2,2023-02-18
5,36140.0,1,0,2022-11-01
14,75560.0,0,0,2023-02-16
26,,1,2,2023-01-21
29,238560.0,1,2,2023-01-09
24,,0,2,2022-12-30
23,152690.0,0,2,2022-12-12
25,44040.0,1,2,2022-11-01
18,123970.0,1,2,2023-02-25
0,0.0,0,0,2023-02-01
3,480820.0,0,2,2023-02-09
12,,0,1,2022-11-27
0,0.0,0,0,2022-12-15
20,76540.0,0,2,2023-01-12
16,270070.0,1,2,2022-11-29
1,6050.0,0,0,2022-12-04
30,,1,2,2022-11-07
10,86360.0,0,1,2023-02-12
13,77190.0,1,2,2023-02-18
25,216050.0,0,2,2022-12-30
28,558590.0,0,2,2023-02-17
1,7020.0,0,0,2023-01-01
8,521190.0,0,1,2023-02-18
19,,0,0,2023-01-20
15,168810.0,0,0,2023-01-08
14,,0,2,2022-11-27
4,665740.0,0,2,2023-01-14
0,0.0,1,0,2023-01-10
31,178380.0,0,0,2023-01-30
0,0.0,0,0,2023-02-19
30,159220.0,0,2,2022-11-01
6,32310.0,0,1,2023-01-24
2,8430.0,1,1,2023-01-07
15,128610.0,1,2,2022-11-26
3,15410.0,1,1,2023-02-28
26,927020.0,0,2,2023-01-29
15,,0,0,2023-01-28
6,51010.0,0,1,2023-01-12
3,10230.0,1,0,2023-01-25
24,233540.0,1,2,2023-01-18
2,11910.0,1,1,2023-01-28
25,,1,2,2023-01-19
22,185560.0,1,2,2023-02-16
15,611200.0,0,2,2023-01-06
19,82140.0,1,0,2023-02-01
30,167640.0,1,0,2022-12-04
22,139830.0,1,2,2023-01-18
25,202810.0,1,2,2022-12-11
4,15880.0,0,2,2023-02-04
24,,1,2,2022-11-07
3,22770.0,0,1,2023-01-28
18,,0,0,2022-12-23
18,120060.0,0,2,2023-01-09
5,30910.0,1,1,2023-01-23
11,86620.0,1,0,2022-11-19
8,,1,1,2023-01-26
0,,1,1,2022-11-01
9,31700.0,1,1,2022-12-30
3,17280.0,1,2,2022-12-16
16,76430.0,1,2,2022-12-10
30,189140.0,1,2,2023-02-01
28,192490.0,1,2,2023-01-12
26,134440.0,1,0,2022-11-27
12,101650.0,0,1,2023-01-26
19,102330.0,0,2,2022-12-03
16,54350.0,1,0,2023-02-26
14,60000.0,0,2,2023-01-07
12,74410.0,0,1,2023-02-18
23,121970.0,1,2,2023-01-05
24,109790.0,0,2,2022-12-07
19,75730.0,1,2,2023-01-22
18,138450.0,0,2,2023-01-28
13,748990.0,1,2,2022-12-26
25,144070.0,0,2,2023-02-07
23,,0,2,2022-11-16
0,0.0,0,0,2023-02-11
21,,0,2,2023-02-14
7,27920.0,1,1,2023-02-18
30,,1,2,2022-12-27
2,,1,0,2023-01-03
2,16770.0,0,1,2022-11-03
19,70600.0,0,0,2022-12-01
6,28930.0,0,0,2022-12-03
9,,0,1,2023-02-04
22,193470.0,1,2,2022-12-11
13,47700.0,1,2,2022-11-30
23,218030.0,0,2,2022-12-05
7,32160.0,0,1,2022-12-08
6,37580.0,1,1,2023-02-15
11,98670.0,0,0,2023-02-12
11,98290.0,0,0,2023-01-31
12,117740.0,0,0,2023-02-11
31,,1,2,2023-01-07
19,170640.0,1,2,2023-02-02
30,476850.0,0,0,2022-12-28
7,63700.0,1,1,2023-02-10
5,,0,1,2022-11-20
29,331960.0,0,2,2023-01-03
22,113620.0,0,2,2022-12-24
24,84160.0,1,0,2022-12-04
28,495130.0,0,0,2022-12-16
7,350890.0,1,1,2023-02-16
4,,0,0,2023-01-11
10,45960.0,1,0,2022-12-12
9,36640.0,1,1,2022-11-23
16,90300.0,1,2,2022-12-14
3,18770.0,0,1,2022-12-12
2,,0,2,2023-02-27
0,0.0,1,0,2023-01-29
18,118800.0,0,0,2022-12-30
0,0.0,0,1,2022-11-11
18,98160.0,0,2,2022-12-28
15,74370.0,0,2,2023-02-17
25,93250.0,1,0,2022-12-25
11,303230.0,1,0,2022-12-30
11,57570.0,1,1,2023-02-24
5,41400.0,1,0,2023-01-11
13,98350.0,0,2,2022-11-25
16,115480.0,1,2,2023-01-05
12,77440.0,1,1,2023-02-06
9,542170.0,1,1,2022-11-11
7,29890.0,0,0,2023-01-19
7,491370.0,1,0,2023-01-05
14,,1,2,2023-01-09
15,90420.0,1,2,2022-12-25
8,66390.0,0,1,2023-01-29
10,59630.0,0,0,2023-01-23
5,,1,1,2022-11-30
2,7090.0,1,0,2022-12-30
27,123230.0,0,2,2022-11-11
28,183290.0,0,2,2022-11-22
2,17030.0,0,0,2023-01-31
31,199790.0,0,2,2022-12-20
11,,0,0,2023-02-14
11,97920.0,1,1,2023-02-10
31,,0,2,2023-01-01
7,37060.0,1,0,2022-12-01
31,287760.0,1,2,2023-02-10
14,81680.0,0,0,2022-11-06
3,19650.0,1,1,2023-02-10
4,34690.0,1,0,2023-02-08
14,380520.0,1,2,2022-12-10
7,667720.0,0,0,2022-12-19
18,95360.0,1,0,2022-12-08
19,,0,2,2022-12-20
23,110970.0,0,2,2023-02-08
1,,1,1,2023-01-06
19,148520.0,1,0,2023-02-06
23,190650.0,0,2,2022-12-05
11,76130.0,0,1,2023-02-28
18,108230.0,1,2,2023-02-25
1,8410.0,1,0,2022-12-29
5,197240.0,1,1,2023-02-05
27,,0,2,2023-02-07
1,9310.0,0,0,2023-01-03
23,108790.0,0,2,2023-02-08
23,120350.0,1,2,2022-12-19
14,,0,2,2023-02-13
3,11230.0,1,0,2022-11-04
19,188680.0,0,2,2023-02-02
4,27930.0,1,2,2022-12-23
2,17600.0,0,1,2023-02-26
31,151180.0,1,2,2022-12-09
3,14670.0,1,0,2022-12-08
23,45720.0,1,2,2023-01-14
18,67670.0,0,2,2023-01-15
5,35370.0,0,1,2022-11-15
30,147480.0,0,2,2022-12-21
26,,1,2,2023-02-20
4,24090.0,0,0,2023-02-15
27,209650.0,0,2,2022-12-22
21,,0,2,2022-12-19
17,105030.0,0,2,2023-01-17
30,189200.0,0,2,2023-01-24
0,0.0,1,2,2023-01-08
31,109870.0,0,2,2023-02-14
9,38250.0,0,1,2022-12-28
5,29190.0,1,0,2023-02-01
14,128740.0,0,2,2022-12-26
27,190360.0,1,2,2023-01-13
5,765190.0,1,1,2022-11-28
24,,1,2,2023-02-14
27,130440.0,0,2,2022-12-03
30,159470.0,0,2,2023-01-22
30,273390.0,0,2,2023-01-17
0,0.0,0,0,2023-02-19
29,108370.0,1,2,2023-02-13
4,28210.0,0,0,2022-12-07
26,130480.0,1,2,2022-11-03
20,151360.0,0,2,2023-02-10
24,,1,0,2022-12-07
16,105760.0,1,2,2023-02-14
29,285320.0,1,0,2022-11-20
27,225830.0,0,0,2023-02-24
2,12250.0,0,2,2022-11-25
23,100810.0,1,2,2023-01-12
31,149230.0,0,0,2022-11-14
10,224110.0,1,0,2022-12-01
3,27160.0,0,0,2023-01-19
2,7710.0,0,2,2022-12-08
9,74170.0,0,0,2022-11-09
30,237420.0,0,2,2023-01-17
28,146450.0,0,2,2022-11-15
25,255430.0,0,2,2023-01-27
5,40520.0,1,1,2023-01-30
14,86230.0,0,2,2023-01-06
20,73930.0,1,0,2022-11-10
6,55130.0,0,1,2022-12-28
8,,1,1,2022-12-01
23,,1,2,2022-11-28
10,39050.0,1,1,2022-12-04
11,,1,1,2023-01-24
25,189270.0,0,2,2022-11-03
30,,1,2,2022-12-14
6,,0,1,2022-11-24
8,,0,0,2022-11-21
22,,0,2,2022-12-07
25,522200.0,1,2,2023-02-06
6,27170.0,1,1,2023-01-15
7,,0,1,2023-01-11
24,206940.0,0,2,2022-11-26
23,183760.0,0,2,2022-12-07
5,25280.0,0,0,2023-01-25
14,268510.0,1,2,2022-11-09
15,,0,2,2023-02-03
3,25720.0,0,0,2023-02-01
3,12130.0,1,2,2022-12-03
21,94900.0,0,2,2022-12-13
25,98140.0,1,2,2023-01-29
25,1005860.0,1,2,2022-11-09
7,55010.0,1,0,2022-11-15
19,141500.0,0,2,2023-02-06
19,129230.0,0,2,2022-12-21
23,166520.0,0,2,2022-11-18
4,24290.0,0,1,2022-11-12
6,27630.0,0,0,2023-01-02
30,179660.0,1,0,2023-01-15
8,38280.0,1,0,2023-01-12
2,7600.0,1,0,2022-11-28
4,32160.0,0,0,2022-11-16
31,,1,0,2022-12-08
25,184880.0,1,2,2022-12-20
31,274060.0,0,2,2022-12-01
6,24080.0,1,1,2023-01-21
6,,0,1,2022-12-10
28,,0,0,2023-01-09
29,482870.0,0,2,2023-02-03
18,103190.0,0,2,2022-11-26
10,66240.0,1,1,2022-12-05
21,118710.0,1,0,2022-11-22
14,65300.0,0,0,2022-11-10
16,79410.0,0,2,2023-01-15
5,981200.0,0,1,2023-02-02
24,160150.0,0,0,2022-11-18
4,,0,2,2022-12-03
15,118580.0,1,0,2023-02-13
29,68510.0,1,2,2022-12-16
26,227140.0,1,2,2022-11-27
23,202160.0,1,2,2023-01-25
0,,1,0,2023-01-10
30,,1,2,2023-01-21
15,252980.0,1,0,2023-01-21
10,43590.0,0,1,2022-12-20
0,,1,0,2023-02-09
2,97100.0,0,1,2023-02-27
11,,0,1,2023-02-26
27,128950.0,0,0,2022-12-07
31,249860.0,0,2,2023-01-11
24,169420.0,0,2,2023-01-13
2,9680.0,0,0,2022-11-04
8,,0,0,2022-12-07
28,,1,2,2023-02-21
21,117300.0,0,2,2022-11-05
10,45220.0,0,1,2022-11-06
30,534780.0,0,2,2022-12-27
17,578060.0,0,2,2023-01-22
16,66540.0,1,0,2022-12-31
11,83800.0,1,0,2022-12-27
30,365730.0,0,2,2022-12-30
27,242990.0,1,2,2022-11-28
29,,1,2,2023-01-13
16,94660.0,0,2,2022-11-28
19,64520.0,1,2,2022-11-14
18,153070.0,1,0,2023-01-11
27,100610.0,1,2,2022-11-12
15,72720.0,1,2,2023-02-22
12,102330.0,0,1,2023-01-24
19,74880.0,1,2,2023-02-09
29,109130.0,0,2,2023-02-19
26,157300.0,1,0,2022-11-28
21,95270.0,0,2,2022-11-08
20,152990.0,0,2,2022-12-09
0,0.0,1,0,2022-12-14
28,563500.0,1,2,2022-12-08
13,119040.0,0,2,2023-01-05
30,726210.0,0,0,2022-11-07
26,225440.0,1,2,2023-02-10
19,163380.0,0,0,2022-11-27
0,0.0,0,0,2023-01-19
28,199170.0,1,2,2023-02-02
0,0.0,1,1,2023-02-01
29,849440.0,1,2,2023-01-30
7,26410.0,0,1,2023-02-11
9,43150.0,1,0,2023-02-28
8,,1,1,2022-11-19
29,261590.0,1,2,2022-12-02
2,11800.0,1,0,2023-01-31
2,553880.0,0,0,2023-02-22
4,31190.0,0,0,2022-11-23
17,134970.0,1,2,2022-12-28
25,166020.0,1,2,2022-12-23
14,67930.0,0,0,2022-12-26
22,171790.0,1,2,2022-11-30
21,175030.0,1,2,2023-01-28
31,195750.0,0,2,2023-01-01
8,48740.0,0,1,2022-12-01
13,74930.0,0,0,2023-01-23
22,108510.0,0,0,2022-11-09
2,13250.0,0,1,2023-02-10
3,15470.0,1,1,2023-02-11
9,45850.0,1,1,2022-11-30
12,56070.0,0,0,2022-11-23
19,103720.0,0,0,2023-01-24
24,220990.0,1,2,2022-11-07
20,177680.0,0,2,2022-11-17
9,,1,0,2023-02-27
14,82180.0,1,2,2023-01-18
19,107240.0,0,2,2022-11-30
15,229040.0,1,2,2023-01-10
25,144580.0,0,2,2022-12-25
21,341070.0,1,2,2023-02-20
22,106730.0,1,2,2022-12-22
10,92250.0,0,1,2022-11-13
18,,0,2,2022-12-28
6,44860.0,0,1,2023-02-27
6,84930.0,0,0,2022-12-24
1,,0,1,2022-12-26
15,79350.0,1,2,2023-01-19
1,6260.0,1,2,2022-12-30
7,36670.0,0,1,2023-02-04
9,229570.0,1,1,2022-12-12
1,6450.0,1,0,2022-12-20
9,78300.0,1,1,2022-12-22
20,,0,2,2022-11-17
28,,0,2,2022-12-18
9,80210.0,1,1,2023-01-29
5,43160.0,1,1,2022-11-04
11,,0,1,2022-12-11
29,155020.0,0,2,2023-01-18
28,143300.0,0,0,2023-01-10
15,65110.0,1,2,2022-11-28
14,556650.0,0,2,2023-02-12
23,203720.0,1,2,2023-02-13
5,34180.0,1,1,2022-12-26
7,50880.0,0,1,2023-02-28
8,31140.0,0,1,2022-12-02
11,61090.0,0,1,2022-12-22
16,132180.0,0,2,2022-12-19
13,80810.0,1,2,2023-02-19
9,690940.0,0,1,2022-12-08
20,140690.0,0,2,2022-11-22
10,42510.0,1,1,2023-01-21
11,55870.0,0,1,2022-12-26
11,,1,0,2022-12-26
15,68000.0,1,2,2022-11-30
23,461600.0,1,2,2023-01-05
16,128430.0,1,0,2022-12-09
9,52510.0,1,1,2023-02-13
23,144690.0,1,2,2022-11-07
4,25330.0,1,0,2022-12-16
15,65000.0,1,2,2022-11-28
8,56430.0,0,1,2023-01-31
16,249650.0,0,2,2022-11-28
21,,0,2,2022-11-12
2,16330.0,0,2,2023-02-20
16,77480.0,0,0,2023-02-28
27,,0,2,2023-01-19
4,336370.0,1,0,2022-11-12
10,79320.0,1,1,2023-02-15
9,,1,1,2022-12-05
22,,1,0,2023-01-15
19,471410.0,1,2,2022-11-27
28,155670.0,0,2,2023-01-03
9,434700.0,0,0,2022-11-03
31,210470.0,1,2,2022-12-18
8,679220.0,1,0,2023-01-11
17,924680.0,1,0,2023-02-18
24,,0,2,2023-02-10
3,21180.0,1,0,2022-12-20
23,168790.0,0,2,2022-12-21
10,34270.0,0,1,2022-11-15
12,268090.0,0,1,2022-12-13
26,141290.0,1,2,2023-02-26
15,143430.0,0,2,2023-02-18
28,175330.0,1,0,2023-02-27
14,,0,2,2023-02-27
15,141630.0,0,2,2023-02-09
21,140540.0,0,0,2022-12-27
14,102810.0,0,2,2022-12-22
8,65880.0,0,1,2022-11-12
14,101660.0,1,2,2022-11-07
23,266170.0,1,0,2023-01-26
16,,1,2,2022-11-02
31,205300.0,1,2,2022-11-24
7,38270.0,0,1,2022-11-20
28,205540.0,0,2,2023-01-23
3,743350.0,1,2,2022-12-04
7,51280.0,1,1,2022-11-14
12,94540.0,0,0,2023-01-15
25,192390.0,0,2,2023-01-06
11,850100.0,1,1,2023-01-02
11,,0,0,2022-11-14
18,126090.0,0,2,2023-01-14
29,258500.0,0,2,2022-12-28
13,174870.0,0,0,2022-12-10
1,4580.0,0,0,2022-11-06
20,176000.0,0,2,2023-01-21
24,220300.0,1,2,2022-12-08
24,114760.0,1,0,2023-01-21
2,725000.0,1,2,2022-12-27
29,103630.0,1,2,2022-12-13
30,,0,2,2022-11-26
13,,1,2,2022-11-05
29,251290.0,1,2,2023-02-11
23,715170.0,0,2,2022-12-19
4,30610.0,0,2,2022-11-19
27,192270.0,1,2,2023-01-18
19,197060.0,1,2,2023-02-27
0,,1,1,2023-01-17
9,74570.0,1,0,2022-12-02
16,,0,0,2022-12-01
13,67500.0,0,0,2022-11-03
11,71090.0,0,1,2022-12-24
9,72550.0,0,1,2023-02-21
17,97630.0,0,2,2023-02-07
31,282700.0,1,2,2022-12-02
1,4210.0,1,0,2023-01-24
20,102320.0,1,2,2022-11-03
24,166250.0,1,2,2023-01-26
27,190520.0,1,2,2022-11-18
25,,1,2,2022-11-13
24,157580.0,0,2,2022-12-13
3,24020.0,0,0,2022-11-06
26,222590.0,1,2,2022-11-13
21,143400.0,1,2,2023-01-05
13,477070.0,1,2,2022-12-19
3,15450.0,0,1,2023-01-11
22,,1,2,2022-11-13
24,196750.0,1,2,2022-12-09
23,191110.0,0,2,2022-11-21
30,,1,0,2023-02-21
11,,1,0,2023-02-06
7,64130.0,1,1,2022-11-30
