ids,ages,orders,purchases,bookmarks,replies,ratings,period
37463,43,86,5073757.0,6,24,114,20
66282,37,66,4089362.0,5,1,2,36
12579,32,12,1017029.0,8,17,22,7
21699,29,31,299999.0,9,35,76,12
8743,37,88,4848466.0,7,8,27,5
43874,42,10,899808.0,2,16,51,24
43785,21,90,300000.0,7,7,9,24
17906,41,4,168613.0,4,8,20,10
39859,49,17,281553.0,2,1,2,22
67875,42,8,562542.0,10,11,16,36
70868,31,75,3640963.0,1,8,14,38
22359,40,14,445844.0,9,4,5,12
23659,39,75,6025640.0,11,19,35,13
15428,27,33,,2,15,39,9
32186,21,47,1473122.0,11,17,27,18
52216,35,74,2882038.0,0,38,90,28
71542,29,71,5860075.0,6,20,41,38
49501,45,42,490240.0,7,17,31,27
52152,33,18,888349.0,10,21,37,28
41662,43,63,1613252.0,6,3,7,23
63896,36,23,1600512.0,2,28,77,34
11532,27,13,493198.0,12,12,25,7
44138,24,9,659999.0,3,1,1,24
47090,23,60,2115617.0,0,4,0,26
60329,35,25,1144196.0,8,21,27,32
47772,32,28,2210595.0,6,30,84,26
26682,34,77,3283448.0,9,8,0,15
47915,27,30,4415601.0,8,10,0,26
59438,31,41,2337005.0,3,0,0,32
6704,43,88,299999.0,7,24,27,4
21637,41,35,4698606.0,7,34,87,12
12981,26,59,300000.0,12,35,71,8
64136,34,94,5403867.0,1,39,112,34
60793,25,16,1382997.0,1,33,79,33
61031,23,49,2771281.0,0,16,34,33
69835,22,49,7453099.0,8,28,37,37
71806,33,51,5096876.0,6,15,15,38
6654,41,64,,3,21,82,4
20889,41,8,331830.0,8,24,76,12
25407,22,80,6631100.0,3,1,3,14
39191,43,83,3473236.0,3,37,120,21
34518,52,24,1526400.0,12,6,22,19
60427,38,55,2604969.0,8,38,132,21
53127,43,12,344071.0,3,7,22,29
25547,43,67,3867085.0,9,3,9,14
19201,34,92,112234.0,4,4,8,11
11046,18,80,4286345.0,7,26,29,7
15435,39,74,5068315.0,2,12,44,9
54465,38,63,3893456.0,10,3,10,29
39820,26,82,4993799.0,4,4,12,22
61171,43,43,2402516.0,11,18,70,33
58841,33,68,4168658.0,9,29,76,32
25811,37,99,10456719.0,8,15,36,14
66126,23,78,5336486.0,10,36,58,35
67128,38,33,1265914.0,7,26,103,36
32428,29,84,183926.0,0,31,99,18
16270,31,61,1918208.0,8,25,97,9
27969,21,59,2800740.0,2,15,50,16
4029,38,30,426160.0,0,5,11,3
50528,38,45,3654661.0,7,5,18,27
35762,44,42,619107.0,11,4,31,20
33081,34,68,4720086.0,5,17,18,18
30427,39,47,4308780.0,4,5,15,17
24697,24,69,292351.0,11,7,10,14
11236,29,9,869246.0,1,24,60,7
57547,44,88,2390939.0,12,17,17,31
8991,37,99,4453152.0,10,23,59,6
56381,37,91,8445099.0,11,36,71,30
66755,28,48,84869.0,11,16,23,36
30252,37,20,886180.0,1,16,48,17
27711,33,66,2512892.0,4,32,32,15
59290,34,56,1914687.0,4,18,17,32
66888,34,34,3956196.0,3,27,44,36
11823,50,51,3869809.0,0,22,59,7
5800,23,57,5114336.0,5,22,57,4
71232,23,10,408077.0,0,6,13,38
53209,29,71,2434771.0,4,2,2,29
67183,33,95,3949855.0,10,17,38,36
71737,22,28,1551621.0,11,23,81,38
1482,44,13,798405.0,0,25,69,1
23612,32,74,374283.0,7,26,39,13
37757,30,80,3451024.0,8,8,26,21
11973,30,39,1517958.0,11,27,60,7
38198,26,31,2861501.0,4,26,75,21
17544,29,1,93006.0,8,15,23,10
53442,26,8,119558.0,3,37,122,29
72196,39,20,1452930.0,11,38,115,39
75352,29,99,615408.0,2,24,65,40
51235,28,80,300000.0,9,18,35,28
42191,30,18,1718272.0,7,7,17,23
39788,20,69,299998.0,3,19,23,22
71989,40,80,5854308.0,10,1,1,39
16844,20,6,692974.0,7,15,30,10
24538,34,50,299998.0,3,27,57,14
14685,33,37,1617855.0,10,0,0,9
48449,35,69,4173683.0,3,7,27,26
3469,38,93,192204.0,11,9,0,8
33934,19,94,3295352.0,4,3,8,19
11269,18,74,3468157.0,3,39,142,7
54622,45,82,1035500.0,0,36,79,29
36094,44,4,66272.0,2,30,64,20
26966,27,10,299997.0,4,8,13,15
66152,19,70,4647335.0,11,30,116,35
50344,22,40,2536540.0,4,2,6,27
49810,40,54,299999.0,11,39,42,27
61814,25,64,5332170.0,12,39,149,33
55533,26,87,12026585.0,8,33,123,30
58275,37,11,299999.0,5,33,109,31
36994,28,82,4121771.0,6,21,77,20
16083,45,67,5145668.0,4,11,36,9
25845,36,32,1610188.0,5,7,21,14
40893,25,48,4473359.0,11,12,41,22
49079,46,10,876911.0,1,13,48,27
65213,18,71,1150134.0,0,11,32,35
74102,49,94,9260177.0,0,34,131,40
14781,27,80,6423085.0,7,7,14,9
75153,23,10,1584890.0,11,24,66,1
47860,24,82,10549949.0,2,21,31,11
52793,49,8,520635.0,6,20,73,29
2272,41,39,386734.0,6,20,44,2
9092,35,38,2590728.0,8,34,132,6
10577,19,29,74958.0,3,11,22,6
2044,37,22,844366.0,7,31,84,2
23190,31,88,7812216.0,7,26,66,13
0,34,99,6928174.0,2,29,55,1
53446,40,66,3787360.0,1,3,4,29
8966,29,18,571703.0,5,4,10,6
66580,31,90,240886.0,8,23,32,36
13848,34,98,4218412.0,9,4,6,8
72817,26,52,7710376.0,12,27,86,39
63316,45,37,2937030.0,0,0,0,34
31206,43,73,2710109.0,6,39,44,17
40838,31,97,4271482.0,5,8,16,22
55188,42,77,299998.0,5,22,32,30
53611,32,32,1861600.0,2,20,0,29
8514,46,53,300000.0,1,22,60,5
73785,28,90,299998.0,3,32,76,39
57337,35,25,1839188.0,8,19,37,31
70036,25,91,1384516.0,2,9,35,37
47153,44,42,4369234.0,1,22,84,26
25854,34,41,961192.0,6,1,2,14
411,24,1,350458.0,7,15,34,22
61142,27,36,1807749.0,0,31,87,33
37418,44,35,299999.0,9,14,29,20
70540,31,77,2389832.0,10,35,83,34
50768,34,19,2568651.0,0,34,42,28
578,42,25,1726125.0,10,18,47,1
69858,28,67,8036833.0,2,30,117,37
32907,35,43,3543272.0,10,21,74,18
42042,54,26,1997878.0,2,4,0,23
2017,29,49,1027376.0,6,21,49,2
18043,46,21,2448080.0,7,21,53,10
43222,22,21,1766749.0,2,15,29,24
69581,29,94,7469180.0,6,37,86,37
41561,32,33,1483825.0,4,32,100,23
3377,48,49,1183788.0,2,33,123,2
39444,18,94,2533048.0,8,4,14,21
61760,42,51,4809793.0,8,11,29,33
72449,32,52,4430941.0,11,37,11,39
66001,21,53,926162.0,7,28,83,35
69957,37,13,430382.0,1,37,85,37
13107,37,76,57438.0,8,30,81,8
62902,30,15,1207459.0,7,24,39,34
28835,24,75,6361079.0,12,25,25,16
17002,37,63,5208570.0,4,11,18,10
64497,28,27,4759098.0,12,24,45,35
26040,18,67,5280148.0,6,15,58,15
67129,27,6,558836.0,2,16,52,36
66068,25,97,4425545.0,4,29,95,35
7030,31,34,2474483.0,2,1,1,4
32490,33,62,586621.0,3,34,95,18
22972,25,57,661728.0,10,19,70,13
49932,33,84,835781.0,2,38,145,27
34359,23,16,1136792.0,3,35,54,19
37698,34,35,3021709.0,8,31,41,21
70090,48,80,1842886.0,5,2,7,38
62233,19,19,300000.0,2,11,17,33
61843,34,87,477792.0,4,4,12,33
33064,38,62,4858787.0,0,33,96,18
10635,38,53,5026595.0,12,35,120,6
11089,19,5,521338.0,2,33,18,7
71381,49,20,811205.0,7,35,109,38
42967,32,95,4134263.0,10,19,33,23
2089,41,9,803187.0,12,28,44,2
68026,36,98,3671319.0,12,30,42,36
48199,47,4,68673.0,6,27,100,26
75076,43,13,571989.0,5,4,14,40
47536,35,20,1847780.0,6,10,36,26
28066,37,6,173136.0,1,24,90,34
13068,25,3,245027.0,9,3,6,8
18472,41,8,723104.0,1,3,7,10
60127,41,56,3914737.0,9,30,69,32
73334,33,5,299999.0,8,5,5,39
10866,26,6,492878.0,5,1,1,7
66060,28,66,5222987.0,0,2,2,35
37604,25,70,300000.0,1,25,47,20
11618,43,83,5747819.0,4,17,20,7
62312,20,45,2861048.0,5,38,38,33
36104,32,78,2893129.0,12,26,65,20
4268,34,86,5707412.0,6,18,59,3
16111,34,83,7668987.0,3,34,79,9
43252,25,3,259284.0,12,4,4,24
6102,21,39,1203489.0,1,39,153,4
70251,53,64,5017645.0,9,38,107,38
25550,31,25,3417566.0,8,8,28,14
7103,25,22,778458.0,12,36,55,4
69817,24,1,86180.0,8,25,78,37
25067,36,84,8143159.0,7,37,52,14
39705,42,47,4982556.0,12,36,135,22
27930,44,32,1728530.0,11,30,117,16
40897,19,75,354542.0,1,23,41,22
59929,48,86,7907204.0,6,6,14,32
47313,20,62,3636315.0,8,29,34,26
6289,33,51,2810843.0,8,31,46,4
62016,33,92,463283.0,10,3,5,33
68174,40,78,5268069.0,9,24,7,36
35397,27,86,596215.0,11,20,74,19
9922,38,43,3543032.0,2,17,18,6
72351,45,56,4122254.0,10,5,15,39
1728,43,85,496248.0,2,38,81,1
36492,20,88,14999567.0,0,38,145,20
12438,54,13,911384.0,8,28,53,7
4121,41,13,45269.0,7,39,123,24
69000,19,81,293454.0,10,8,12,37
44710,43,78,11124779.0,7,34,115,25
42295,18,66,6520184.0,5,27,96,23
41920,23,64,3869527.0,9,2,7,23
15740,19,57,1840127.0,9,12,33,9
23020,44,21,2020697.0,1,9,0,13
22095,53,98,9337169.0,6,20,65,12
35688,52,5,263028.0,6,22,68,20
47499,23,18,2371688.0,7,17,55,26
44142,19,82,7835349.0,0,14,141,24
238,32,13,300000.0,1,33,107,1
29733,33,3,276115.0,2,7,12,16
54000,33,49,1238340.0,10,33,79,29
54190,39,88,1040474.0,10,30,98,29
19019,19,95,3516059.0,9,0,0,11
59304,27,9,300001.0,6,14,37,32
21087,39,63,3812110.0,11,20,59,12
34241,21,39,1418703.0,5,6,16,19
57156,44,30,1953785.0,9,9,16,31
21649,27,11,612873.0,9,29,75,25
27674,44,84,6259822.0,4,0,0,15
33900,35,31,815448.0,1,25,52,19
50089,33,27,870321.0,5,30,60,27
3542,32,7,600335.0,4,15,24,3
64566,53,3,532137.0,8,34,55,35
50289,36,80,6343641.0,4,32,52,17
2778,44,66,1206152.0,4,13,40,2
7553,41,90,4180177.0,9,18,56,5
14137,47,20,299999.0,4,7,7,8
14252,30,72,7142433.0,9,15,59,8
35007,18,94,299998.0,8,21,33,19
51883,26,73,2016983.0,3,15,17,28
62521,25,34,3575505.0,0,28,84,34
32660,25,19,1580292.0,1,15,26,18
28958,34,58,2462892.0,6,33,73,16
23961,34,70,5840816.0,5,16,49,13
58153,38,45,3684155.0,1,11,33,31
32818,40,14,727579.0,2,20,60,18
67892,41,77,2362836.0,11,16,43,36
16438,44,14,1152996.0,0,19,68,9
71829,53,44,5365242.0,1,38,125,38
27721,22,32,2866297.0,8,1,1,15
33487,27,17,1946082.0,11,28,93,18
47723,27,96,299999.0,6,14,26,26
45749,20,82,7527936.0,0,30,42,25
5925,24,50,485794.0,0,4,14,4
10505,52,61,439964.0,12,27,54,6
65997,44,21,1657211.0,11,16,36,35
12288,52,37,2171025.0,10,20,59,7
29881,20,84,300000.0,11,28,48,16
46068,32,55,2157998.0,2,3,9,25
59866,38,33,1613199.0,2,22,26,32
43883,23,99,2646735.0,6,14,26,24
16441,21,30,2868158.0,3,35,70,9
1949,18,14,1165604.0,3,38,142,2
71399,43,28,2446732.0,11,2,7,38
55567,37,72,5427049.0,2,26,47,30
1110,23,60,281389.0,8,31,114,21
26268,38,16,914652.0,0,7,20,15
21971,39,46,2773086.0,5,31,66,12
35516,36,24,299999.0,5,15,19,19
66028,34,3,353411.0,11,32,122,35
4306,30,44,130123.0,2,10,19,4
26618,20,94,299999.0,7,30,85,15
27388,51,1,45587.0,8,9,17,15
3921,40,92,5625902.0,11,22,42,3
6381,38,18,1514787.0,3,0,0,4
63018,19,33,1643924.0,10,25,44,34
35163,27,17,982487.0,3,35,6,19
41721,40,89,1057016.0,1,20,45,23
860,21,54,1155529.0,1,38,70,1
67394,28,4,118694.0,10,4,0,36
18643,36,88,273083.0,5,0,72,11
40559,51,15,1503583.0,0,2,5,22
6928,53,60,1014836.0,6,4,9,4
59562,22,91,6633852.0,3,26,28,32
1602,29,57,3623527.0,4,2,5,1
4954,40,88,5886614.0,4,22,63,3
36264,36,69,2048166.0,2,12,31,8
37173,35,84,4161530.0,9,22,24,20
13507,50,82,2700622.0,7,1,1,8
23159,43,73,6105550.0,4,26,97,13
40997,29,92,299998.0,9,38,147,22
29699,38,73,2360244.0,9,11,41,16
39703,33,28,918917.0,5,20,63,22
46333,23,17,394643.0,5,2,5,25
46811,33,13,719048.0,3,5,9,25
56762,46,12,380208.0,6,35,51,31
46770,33,63,283917.0,8,31,49,25
63161,38,33,1472100.0,0,9,35,34
25765,34,94,1447114.0,0,10,24,14
3741,25,30,1896104.0,7,11,13,3
15086,28,1,88726.0,12,11,34,38
18853,22,91,13070038.0,5,21,32,11
35417,38,31,505258.0,9,27,93,13
36316,47,38,6339490.0,7,22,64,20
40606,43,55,2606775.0,8,7,7,22
48131,31,68,2523460.0,1,22,72,26
34511,44,78,6751228.0,6,21,78,19
74375,21,51,2720295.0,11,10,20,40
47300,36,49,,1,19,41,26
72341,18,17,1295349.0,2,31,94,39
54538,50,13,662662.0,0,8,14,29
22522,20,88,4360831.0,8,26,90,13
62762,26,68,308078.0,0,25,35,34
24178,18,87,300001.0,4,28,106,14
70882,37,41,513279.0,7,22,27,38
11587,25,60,1117178.0,3,38,103,7
63339,22,77,6206584.0,3,31,81,34
15801,28,19,2308067.0,9,12,19,9
27782,20,47,3594150.0,8,6,13,15
14388,53,83,159807.0,12,6,15,8
59125,30,71,5170856.0,5,5,9,32
73263,27,63,5116763.0,10,39,144,39
834,26,99,3150973.0,12,33,60,1
67222,27,92,7758403.0,12,14,45,36
71949,42,43,3238828.0,1,13,51,38
41034,31,65,10073746.0,6,35,138,22
20480,36,95,6789182.0,3,26,50,11
3123,20,81,2405141.0,4,19,32,2
16256,35,34,299999.0,4,35,91,9
48890,32,71,5538575.0,6,27,40,27
56925,24,24,1613073.0,0,10,21,31
42361,38,1,31008.0,7,29,69,23
28121,39,59,307340.0,11,11,43,16
47672,23,36,1567886.0,7,23,37,26
48017,23,80,6009230.0,7,16,40,26
38535,29,66,5764151.0,2,36,133,21
33969,23,46,8246440.0,8,18,35,19
49130,23,45,3488096.0,4,37,0,27
15081,25,7,587288.0,5,20,14,9
12004,38,42,1616030.0,12,34,99,7
35685,42,28,504047.0,8,3,6,20
25530,47,61,299999.0,2,13,23,14
67823,30,93,7926050.0,9,26,65,36
63001,30,55,277669.0,7,38,121,34
27619,23,19,564222.0,12,19,33,40
12191,52,37,2553320.0,12,14,53,7
62013,31,94,8142097.0,1,2,5,33
48982,21,26,2345686.0,6,9,12,27
27187,47,28,1082540.0,4,5,18,15
823,32,60,145017.0,6,27,0,2
37000,46,72,8322527.0,6,4,9,20
45001,19,22,1870842.0,5,19,24,24
39005,27,44,845522.0,9,9,15,21
57483,38,62,2413107.0,0,7,16,24
23143,39,59,2918218.0,7,8,25,13
48045,27,44,572910.0,5,24,73,26
44340,41,31,299999.0,12,1,3,24
70195,24,75,60226.0,2,23,0,38
12157,37,97,6428585.0,11,28,49,7
21426,19,33,349457.0,0,23,40,12
7799,24,96,11321519.0,0,12,22,5
64230,41,77,6672033.0,11,13,18,34
6800,23,64,5097129.0,2,35,55,4
8181,20,13,84316.0,10,18,0,17
2249,38,3,237513.0,2,36,83,2
61244,25,57,418736.0,7,32,85,2
803,33,1,,12,19,31,1
51,50,77,2350604.0,9,27,68,1
57609,24,24,1659097.0,8,23,86,31
56422,23,38,3325897.0,0,36,77,30
46139,38,54,4041954.0,4,33,122,25
45836,38,94,5175746.0,9,12,29,25
52047,33,81,4919079.0,9,32,61,28
19092,36,80,38883.0,1,16,18,11
62774,40,16,584933.0,11,20,21,34
16134,24,36,253862.0,4,21,42,9
29617,39,69,1486251.0,3,7,15,16
31516,31,84,6572440.0,8,30,64,15
41619,21,51,300000.0,11,18,38,23
34564,43,28,1047083.0,0,2,4,19
63256,43,56,5430129.0,3,18,46,34
37508,44,74,8362394.0,4,13,20,20
15845,32,41,1574583.0,7,14,24,9
7684,41,99,8155975.0,3,25,83,5
54252,26,20,654371.0,5,2,0,29
65499,18,1,95642.0,7,6,0,35
53578,26,65,3752244.0,3,31,93,29
23043,48,59,2309103.0,4,22,45,34
40548,40,97,9563747.0,7,26,63,22
37888,20,2,296218.0,7,5,12,21
43964,47,34,1446884.0,7,27,57,24
27313,22,87,3298557.0,7,17,49,15
44285,41,90,6233426.0,3,21,38,24
65582,41,11,797573.0,2,28,0,35
29302,38,63,313718.0,12,19,64,16
846,37,98,8409399.0,2,7,21,1
40195,40,18,1222271.0,4,16,50,22
34769,24,67,8922694.0,2,27,99,19
3726,22,91,299999.0,12,28,34,3
49040,35,28,2677631.0,1,16,54,27
45767,31,90,3914124.0,1,15,24,25
42029,34,91,9061110.0,0,32,96,23
52091,44,12,496269.0,6,15,44,28
22455,33,86,2382264.0,5,11,25,13
54693,21,40,2158231.0,0,24,87,29
51228,26,31,3958320.0,9,24,24,28
52844,34,98,5000357.0,3,4,13,31
17892,51,81,4085466.0,10,5,6,10
4604,22,29,1109585.0,6,14,52,3
12589,23,51,300000.0,2,27,84,7
62857,29,94,5822945.0,4,30,81,34
38692,30,3,106083.0,4,6,6,21
52178,44,92,5539791.0,1,7,8,28
37777,36,52,2343896.0,4,29,108,21
15542,49,39,300000.0,3,28,93,9
61933,18,38,806771.0,4,24,59,33
3176,33,99,3559979.0,3,9,0,2
28345,32,3,238615.0,5,29,64,16
5004,36,37,623165.0,10,3,4,3
29459,22,3,249066.0,10,12,25,16
49391,19,50,2863383.0,2,4,11,27
30290,42,49,2671484.0,5,4,6,17
6503,26,45,3819473.0,11,8,15,4
69424,39,80,5021666.0,1,4,14,37
53003,18,30,932277.0,12,11,33,29
66259,26,43,3399971.0,6,26,62,36
24636,36,56,299998.0,4,2,2,14
57221,25,68,478505.0,0,26,71,31
55074,30,28,222919.0,12,16,50,30
71881,34,38,2753271.0,2,16,35,38
64155,24,81,7497503.0,5,18,45,34
25021,48,1,48264.0,6,24,20,14
54025,43,40,760414.0,9,32,93,29
22234,43,90,300000.0,3,34,66,12
4314,38,59,1770198.0,3,12,46,3
10118,39,52,3477838.0,11,38,151,6
3465,33,14,299998.0,0,17,115,16
8818,31,29,754199.0,6,20,37,39
9852,42,77,5383653.0,1,18,70,6
68445,35,46,3428830.0,10,19,75,37
62995,38,28,1284220.0,11,0,0,34
27717,19,10,945628.0,1,30,77,15
2811,43,39,3748870.0,11,14,9,39
28997,35,9,501434.0,9,14,22,16
19726,41,18,574235.0,0,19,54,11
20256,26,67,3067411.0,5,24,34,11
25147,48,93,558388.0,2,33,65,14
18317,39,11,64519.0,5,26,38,10
68715,37,2,122476.0,11,38,110,37
41898,33,29,441929.0,5,23,69,23
46140,21,83,4594595.0,5,31,49,25
67451,40,48,2549053.0,2,30,7,36
1044,33,22,1656311.0,0,5,17,6
45434,35,91,326189.0,12,38,65,25
74146,43,3,299999.0,11,36,65,40
30261,28,61,4165060.0,5,11,24,17
18613,48,77,2144697.0,0,27,57,10
66891,41,34,3247142.0,3,0,0,36
31621,25,42,524610.0,9,2,7,17
39013,30,95,35494.0,0,8,25,21
62002,35,12,902643.0,6,17,57,33
5779,40,17,684879.0,10,26,8,4
17650,27,58,460874.0,2,16,46,10
27540,41,29,879153.0,8,9,10,15
17268,24,66,5285508.0,11,26,32,10
34462,26,42,300001.0,10,28,64,19
46232,53,30,300000.0,3,18,43,25
46663,53,8,398825.0,0,36,71,25
55246,52,71,3380186.0,4,2,6,30
13097,41,43,590572.0,1,20,47,14
8066,22,55,434601.0,1,11,36,5
44868,47,39,3451597.0,7,24,52,24
68661,28,71,2733570.0,12,19,30,37
71907,20,59,9448809.0,3,35,91,38
14961,32,19,1186583.0,0,11,38,9
58010,20,8,544326.0,1,11,16,31
56739,36,88,2691718.0,7,10,36,31
33463,49,40,2689108.0,9,27,64,18
12571,41,81,7248888.0,7,35,44,7
69286,49,78,6035519.0,2,34,36,37
38689,29,8,100110.0,6,12,23,21
54973,18,74,7231171.0,2,3,8,30
4577,18,18,1462458.0,6,24,78,3
53148,52,66,2604969.0,0,26,92,29
37177,39,68,2135785.0,1,24,26,20
35776,34,28,902849.0,9,39,74,20
15127,28,9,300002.0,1,2,4,9
45378,34,79,4343461.0,9,29,68,25
71955,40,68,486613.0,10,36,37,39
42045,22,14,826746.0,6,34,58,23
65841,41,99,4138080.0,7,18,36,35
67590,49,24,987149.0,1,32,126,36
51812,29,50,2175565.0,4,21,66,28
66237,35,96,300001.0,11,26,81,36
53117,22,28,2525814.0,5,31,105,29
53085,36,11,558216.0,7,16,43,29
68348,22,79,5015488.0,6,12,26,37
28059,36,39,2432708.0,10,11,19,16
36273,36,60,300001.0,5,30,95,20
416,41,9,70013.0,3,22,56,1
42669,35,6,524450.0,12,37,54,23
12466,36,99,9840677.0,11,30,105,7
55241,42,11,136864.0,5,37,121,27
69604,34,96,6916389.0,1,7,17,37
74293,27,3,348321.0,6,1,3,40
64293,23,41,300000.0,2,11,19,34
21414,22,19,695565.0,10,10,39,12
66619,52,70,4091289.0,3,30,77,36
37123,35,5,65235.0,12,23,28,20
29342,47,85,4020775.0,7,11,88,16
7938,20,29,2692076.0,3,21,59,5
7402,43,43,1746101.0,10,27,53,6
9503,28,19,1897267.0,4,19,65,6
62778,30,9,454378.0,2,23,69,34
49998,21,93,299998.0,5,37,59,27
14219,35,4,42095.0,6,23,0,8
8631,27,78,6608528.0,4,38,144,5
12737,30,68,444956.0,8,19,19,7
56336,35,98,8975131.0,1,3,4,30
5350,32,85,2915428.0,10,3,7,4
43287,22,13,1267336.0,0,13,0,24
16883,39,91,5592175.0,10,13,23,6
33234,27,84,5920157.0,1,9,34,18
54577,36,38,1573095.0,3,13,15,29
28911,18,51,7718271.0,5,17,61,16
69626,36,62,299999.0,3,15,50,37
31431,24,54,632668.0,7,34,118,17
62088,42,96,4267162.0,10,37,82,33
47190,31,37,2496495.0,2,30,49,26
18075,39,93,2591930.0,2,28,83,10
58109,44,11,375226.0,9,36,89,31
24311,31,90,6305979.0,1,33,128,14
32949,28,93,274869.0,10,9,16,18
47166,34,51,2264367.0,1,39,80,26
51566,43,53,3089359.0,8,17,37,28
8558,18,61,4832896.0,5,2,6,5
37059,44,3,290535.0,10,26,2,20
64185,30,80,2280111.0,5,33,53,34
19976,35,80,300000.0,3,9,9,11
4349,33,74,546477.0,10,24,35,3
26225,24,95,3350323.0,10,4,4,15
8986,23,77,296193.0,1,2,2,6
53025,33,70,45979.0,1,23,44,29
39514,22,4,253246.0,0,12,33,22
18737,20,19,1403612.0,6,10,27,4
46431,44,74,2923684.0,12,25,46,25
15013,25,81,3141134.0,9,17,30,9
33995,35,56,1778327.0,0,26,54,19
2069,22,52,3058289.0,9,3,8,2
47605,43,75,2176073.0,9,22,28,26
27405,38,90,8901582.0,0,8,31,15
66438,33,72,5471065.0,4,10,89,36
19216,32,92,8379390.0,3,15,47,11
13808,33,75,6050236.0,7,20,55,8
64777,44,3,300000.0,4,9,0,35
68844,22,18,,10,8,18,37
20000,32,27,1014732.0,7,0,0,11
33369,34,5,221971.0,1,19,62,18
50508,40,4,131477.0,11,24,65,27
45598,37,54,2352505.0,8,17,28,25
41237,18,18,2116282.0,4,2,4,22
63327,19,83,5911430.0,12,27,99,34
22794,31,8,403679.0,2,23,25,13
59697,42,26,2157483.0,9,25,97,32
40899,28,30,58363.0,3,23,76,22
7531,41,65,4366240.0,7,2,6,5
10382,26,30,2453714.0,9,27,89,6
69725,41,73,2516885.0,5,23,47,37
62505,27,84,911169.0,5,37,71,38
10226,39,44,299999.0,5,3,8,7
9774,48,25,1255174.0,12,32,51,6
69096,43,54,258772.0,7,16,51,37
54254,48,75,300001.0,9,25,99,29
70650,40,79,11952948.0,10,30,62,38
36609,26,70,7965525.0,5,27,77,20
15796,35,46,2805891.0,5,12,17,9
45937,20,39,1648658.0,6,33,79,25
62038,38,1,,5,11,29,33
7778,32,2,164930.0,10,39,0,5
63520,50,54,4057712.0,0,0,0,34
59512,28,12,124967.0,8,38,38,32
39380,54,70,1782075.0,12,30,112,21
647,33,93,299998.0,1,35,84,1
46036,23,60,2498515.0,2,15,53,25
27505,53,46,4770322.0,5,12,47,15
5275,22,8,303739.0,5,12,63,4
24983,27,91,17208847.0,9,35,38,14
15276,54,99,2123597.0,1,9,12,19
20657,31,31,1583163.0,8,11,31,12
44670,52,39,861963.0,11,22,76,24
8762,18,63,2050867.0,1,10,38,5
58208,36,56,5239479.0,11,18,19,31
15050,28,87,405438.0,4,38,10,9
13298,40,3,365655.0,11,37,37,8
31241,39,35,2201683.0,8,26,38,17
70202,22,63,2493661.0,6,2,2,38
26380,29,72,247528.0,7,4,7,15
44144,24,33,2798320.0,1,16,22,24
46981,30,52,2224336.0,7,20,47,26
69653,45,39,2311606.0,7,12,26,27
59566,42,81,300000.0,3,18,28,32
41222,33,69,2225523.0,7,22,76,22
39601,46,55,2710381.0,8,38,18,22
25390,37,26,2070118.0,10,15,54,14
28460,30,76,2358969.0,2,32,117,16
61905,19,13,299998.0,11,6,13,34
46377,25,65,6106076.0,5,7,10,25
53995,38,29,299998.0,5,17,52,29
15593,22,31,2750094.0,10,31,46,9
67375,40,17,1537030.0,0,8,18,36
13553,44,1,37019.0,8,2,5,8
68508,22,71,6134652.0,11,13,39,37
63532,39,57,5029207.0,8,22,37,34
65171,29,61,5825945.0,9,18,0,35
44672,21,28,2020817.0,8,10,35,24
30545,35,8,152227.0,0,17,0,17
2065,18,79,7304399.0,8,37,145,2
73916,34,64,1063469.0,4,21,64,40
45383,43,49,3524783.0,8,32,118,25
60641,30,73,249646.0,3,21,37,33
7761,42,23,,9,21,70,5
21063,37,32,2057033.0,10,1,2,12
60351,37,14,591538.0,4,24,26,32
15229,31,78,299998.0,9,0,0,9
28733,26,40,2638079.0,0,4,88,16
18405,28,97,6439192.0,1,37,66,10
32038,30,58,2689307.0,11,29,52,18
71298,31,71,4706560.0,7,36,0,38
14177,30,25,2560172.0,0,9,11,8
63345,33,15,285801.0,10,37,71,34
43139,36,39,2274760.0,12,29,49,24
39600,22,88,5462496.0,6,34,45,22
50475,18,65,299999.0,12,26,68,27
14690,44,62,114143.0,12,36,117,13
56365,34,78,1681028.0,12,2,4,30
19486,27,61,4832986.0,9,18,33,31
40590,34,79,299999.0,2,37,58,22
33189,18,65,2467027.0,2,24,55,18
40227,37,67,6782019.0,8,22,33,22
51563,41,62,5357848.0,0,27,79,28
32649,42,23,299998.0,10,5,13,18
50121,44,48,3026492.0,8,26,68,27
58504,24,32,2586327.0,5,26,53,31
24891,35,63,2461872.0,5,18,30,14
48424,27,95,299999.0,12,6,10,26
19509,36,32,4196532.0,7,16,22,11
924,21,83,4250813.0,8,12,30,1
32826,26,17,1583324.0,5,33,47,18
56049,25,64,2030001.0,12,3,38,30
73867,37,95,54948.0,9,3,10,39
42565,24,52,3223876.0,3,5,18,23
2474,39,50,253644.0,6,35,93,2
35101,18,73,3570115.0,9,23,30,19
47648,28,28,1743276.0,9,7,2,26
9633,42,43,3863053.0,2,28,38,6
22183,30,44,2449370.0,3,22,80,12
38451,28,97,8167926.0,11,18,20,21
19676,41,96,4813946.0,2,8,12,11
69837,40,99,493295.0,12,2,6,37
48544,30,39,3137564.0,2,20,69,26
68466,27,89,1071433.0,10,13,22,37
49870,41,69,358947.0,5,3,5,27
23228,29,95,3369262.0,4,9,27,13
70592,34,99,4831574.0,8,21,76,9
